207.457,220.018,219.256,35.1
206.455,218.697,217.519,35.7
207.007,219.103,218,35.3
206.649,218.502,217.44,35.4
207.273,219.559,218.679,35.5
207.198,219.288,218.201,35
206.891,218.946,217.675,35.2
208.666,221.223,220.268,35
207.122,218.58,217.216,35.5
208.146,220.12,219.243,35.2
207.49,220.232,219.276,35
206.996,218.912,217.747,35.2
207.719,219.893,218.739,35.1
207.834,220.24,219.159,34.5
207.46,220.131,219.075,35.5
206.022,218.595,217.562,35.1
207.175,220.272,219.273,34.3
207.646,219.895,218.671,34.6
207.845,220.503,219.378,34.7
208.374,220.89,219.715,34.9
205.721,218.31,217.007,34.9
208.2,220.622,219.656,34.4
208.046,220.94,220.048,34.7
206.047,218.779,217.723,35.1
207.804,220.221,219.231,35.3
207.432,219.627,218.399,35.5
200.581,218.458,219.906,31.4
198.659,215.683,216.821,31.4
201.303,219.971,221.656,30.7
199.85,218.274,219.722,30.7
201.735,219.648,220.99,31.7
196.325,213.251,214.513,31.7
198.544,217.006,218.427,31.6
200.828,216.768,216.781,31.6
198.844,216.723,218.275,31.9
201.693,219.564,220.966,31.9
200.409,217.649,218.776,31.6
202.246,220.598,221.996,31.6
199.514,216.677,217.916,31.6
200.444,217.458,218.692,31.6
202.408,219.964,221.266,31.9
201.579,219.971,221.561,31.9
201.578,219.089,220.37,32.1
201.648,218.924,220.148,31.2
205.291,224.182,225.935,31.2
203.183,220.698,222.099,31.9
204.48,222.587,224.034,31.8
210.525,229.287,230.434,31.7
206.659,225.758,227.223,31.7
204.134,223.352,225.156,31.7
207.966,226.11,227.603,31.7
203.575,222.562,224.419,31.7
203.56,222.506,223.947,31.2
206.803,225.057,226.527,31.2
203.927,222.742,224.309,31.2
205.783,224.772,226.224,31.4
205.196,224.536,226.333,31.4
204.83,223.676,225.061,31.5
206.464,225.663,227.213,31.5
202.592,219.483,219.686,31.7
207.401,225.371,226.612,31.7
202.8,220.984,222.546,31
203.375,220.402,220.707,31
204.187,222.636,224.195,31.7
205.385,223.567,224.877,31.7
203.465,222.459,224.216,31.2
205.375,224.206,225.699,31.2
203.302,221.434,222.892,31.4
201.432,218.441,218.524,31.4
202.82,221.789,223.586,31
202.954,222.403,224.234,31
205.55,224.242,225.605,31.2
206.748,225.779,227.383,31.2
206.182,225.028,226.592,31.4
207.595,226.945,228.576,31.4
206.261,225.238,226.825,31.1
209.507,229.015,230.428,31.1
206.057,224.673,226.124,31.4
210.029,228.521,229.775,31.4
208.253,223.593,224.41,32.6
207.973,223.285,224.07,33.1
208.25,224.021,224.914,33.1
209.874,225.227,226.08,32.7
209.837,224.816,225.139,32.7
209.032,224.104,224.938,32.6
210.771,225.657,226.209,32.6
209.224,223.73,224.119,32.5
209.738,224.959,225.731,32.5
206.147,221.055,221.709,33.2
208.521,223.724,224.396,33.2
208.603,223.68,224.146,32.6
208.773,224.235,224.893,33
207.2,222.281,223.197,33
210.09,225.594,226.554,33.1
206.918,222.24,222.935,33.1
210.527,225.376,225.935,32.1
208.363,223.509,224.072,32.1
208.526,223.836,224.693,32.6
210.636,225.954,226.47,32.6
210.208,224.497,224.886,33.1
208.809,224.024,224.713,33.1
207.178,221.577,222.215,32.8
208.811,223.818,224.485,32.8
207.116,221.921,222.705,32.3
211.482,227.123,227.883,32.3
210.427,224.732,225.166,33.7
207.834,223.263,224.131,33.7
210.886,225.703,226.114,33.1
208.144,223.829,224.697,33.1
207.4,222.097,222.652,32.7
209.238,225.063,225.932,32.7
207.248,221.981,222.438,32.7
208.872,224.218,224.965,32.7
208.029,222.301,222.677,33.1
209.941,224.754,225.318,32.6
208.377,223.372,223.997,32.6
210.154,224.539,224.934,32.9
209.115,223.963,224.645,32.9
210.688,225.146,225.45,32.4
209.189,224.399,225.171,32.4
210.053,224.818,225.527,32.4
209.398,225.18,225.911,32.4
209.551,223.971,224.444,32.7
210.714,225.665,226.616,32.7
211.587,226.726,227.416,32.7
210.429,225.387,225.783,32.7
209.045,223.771,224.213,32.6
210.768,225.297,225.706,32.6
211.298,226.856,227.23,32.7
208.564,223.875,224.561,32.7
208.748,223.919,224.164,32.6
211.022,226.404,226.707,32.6
210.035,225.287,225.547,32.8
210.406,226.076,226.411,32.8
207.457,223.025,223.469,32.4
207.465,223.601,224.267,32.4
209.466,225.28,225.77,32.3
209.456,224.644,224.838,32.3
211.956,227.953,227.94,33
211.103,228.297,228.612,33
208.937,226.038,226.665,33.2
215.222,231.431,231.531,33.2
211.483,228.244,228.308,33.3
213.057,228.899,228.736,33.3
206.795,224.017,224.998,33.2
212.684,229.402,229.625,33.2
217.912,230.364,228.495,35.4
215.914,229.047,227.549,35.4
218.709,232.15,230.625,35.9
218.501,232.138,230.919,35.9
218.184,231.223,229.657,35.7
217.381,230.291,228.486,35.7
217.829,231.478,230.248,35.4
217.493,230.703,228.926,35.4
218.199,231.194,229.376,35.3
218.958,232.019,230.355,35.3
213.169,227.037,225.823,35.4
212.484,225.981,224.748,35.2
213.902,227.171,225.666,35.5
212.376,226.011,224.628,36.1
213.186,226.661,224.887,36.1
212.775,226.518,225.035,35.1
214.833,228.459,226.954,35
212.642,225.916,224.366,35.6
204.603,219.601,219.92,32.8
205.241,220.507,220.815,32.4
203.478,218.635,219.021,32.4
204.365,219.769,220.215,32.5
203.882,218.633,219.013,32.7
204.794,219.677,220.024,32.5
202.65,218.137,218.65,32.5
204.891,219.535,219.867,32.8
206.655,221.996,222.712,32.3
207.626,222.584,222.906,33.1
205.153,220.222,220.611,32.3
206.914,222.044,222.511,32.5
207.503,222.285,222.666,32.7
207.478,222.82,223.315,32.5
205.98,220.867,221.217,32.7
205.879,221.475,222.234,33.5
206.072,221.329,221.575,32.5
203.195,217.172,217.224,33
205.219,219.862,220.22,32.7
206.848,221.663,221.981,32.6
205.851,221.057,221.258,32.5
205.85,221.078,221.571,32.4
207.722,223.106,223.294,32.2
204.544,219.471,219.76,32.3
207.54,223.092,223.609,32.4
207.753,223.311,223.828,32.3
207.601,223.027,223.206,32.6
205.677,220.974,221.288,32.6
207.137,222.175,222.267,32.8
207.292,222.707,223.301,32.4
203.219,222.523,224.539,29.4
201.839,221.42,223.628,29.4
208.504,228.342,230.221,29.4
202.362,221.822,224.044,29.8
202.502,222.21,224.31,29.6
203.561,223.112,225.224,30.5
202.549,222.027,224.154,30.1
201.077,221.044,223.321,29.9
201.376,220.401,222.24,29.3
202.747,222.311,224.519,29.9
203.373,222.724,224.823,30
203.643,223.534,225.747,30
204.271,223.89,225.952,30.5
203.842,223.682,225.773,29.7
202.927,222.757,224.905,29.7
202.212,222.675,225.072,29.8
201.818,221.563,223.954,29.4
200.598,220.291,222.712,29.3
202.484,222.141,224.39,29.7
202.797,222.706,224.956,29.5
201.012,220.788,222.937,29.5
202.152,222.205,224.252,29.4
202.373,222.218,224.69,29.3
203.394,222.972,225.042,29.9
200.953,219.925,222.019,30.2
201.595,221.468,223.74,30.1
201.36,220.52,222.321,29.8
202.445,221.685,223.883,29.7
201.05,220.66,222.835,29.2
203.032,222.24,224.268,29.7
211.926,223.391,222.428,35
212.899,225.182,224.371,35
212.607,224.373,223.495,35
212.534,224.744,223.897,34.8
211.968,224.389,223.751,35.6
212.926,225.315,224.551,35
212.68,224.77,223.986,34.6
212.507,225.277,224.5,35
212.782,225.496,224.627,35.3
212.691,225.42,224.65,34.7
211.937,224.504,223.586,34.8
212.227,224.543,223.561,34.4
211.159,223.565,222.684,34.7
212.814,225.295,224.614,34.7
211.458,224.207,223.371,34.3
211.191,223.744,223.087,34.7
211.579,224.134,223.185,34.6
212.993,226.045,225.405,34.5
211.48,225.457,224.594,34.3
210.768,224.479,223.491,34.8
210.361,224.238,223.175,34.4
