211.212,225.011,224.087,34.4
219.491,229.587,226.542,38.6
212.501,226.08,225.402,34.7
214.992,228.986,228.538,34
214.132,228.233,227.41,34.7
212.304,225.935,225.161,34.6
211.791,225.423,224.925,34.7
214.051,227.771,227.22,34.7
212.35,225.391,224.852,34.7
213.844,227.397,226.638,34.7
211.675,223.267,221.791,36.9
213.94,225.827,224.633,36.7
213.011,225.136,223.806,37.1
213.294,225.375,224.42,36.6
213.655,226.111,225.049,36.7
211.946,223.627,222.366,36.7
212.063,224.205,222.904,37.2
215.867,228.547,227.592,36.8
213.922,226.282,225.344,37.3
213.281,225.204,223.952,36.8
213.281,225.204,223.952,36.3
214.379,227.538,226.55,36.4
214.697,226.731,225.718,37
212.162,224.036,222.863,37
213.704,226.317,225.271,36.5
212.884,224.943,223.681,36.7
214.547,226.972,225.813,36.8
215.044,227.67,226.509,37
213.388,225.62,224.584,36.4
215.11,226.925,225.862,36.5
215.426,228.033,226.885,36.6
212.533,225.226,224.24,36.1
214.275,227.192,226.162,37
214.33,226.949,225.687,36.6
213.332,225.251,224.175,36.8
214.568,226.649,225.425,36.6
213.621,225.569,224.57,36.7
218.259,229.357,227.501,37
217.138,228.625,226.902,37.1
216.673,227.667,226.223,36.9
216.938,228.467,226.767,36.6
217.267,228.714,226.945,36.7
217.511,228.987,227.269,36.6
218.16,229.742,228.159,37.4
217.1,228.052,226.356,37.5
217.937,229.103,227.548,36.5
217.563,228.803,227.144,36.6
217.861,228.589,226.712,37
217.031,228.267,226.593,36.7
218.231,229.032,227.285,36.8
218.572,229.898,228.343,37
218.562,229.354,227.519,36.9
218.167,228.472,226.584,37.2
218.535,229.566,227.884,37.6
218.174,228.831,226.982,37.5
217.568,228.119,226.337,37
218.357,229.175,227.618,36.7
217.471,228.011,226.258,37.7
216.087,227.201,225.737,36.6
216.547,227.06,225.286,37.1
216.678,227.524,225.887,37.1
215.606,226.062,224.33,37.2
216.648,227.401,225.867,36.8
216.648,227.401,225.867,37.3
216.504,226.561,224.89,37
216.257,226.408,224.816,36.5
212.053,231.068,231.971,29
195.994,216.654,217.522,29.6
195.896,222.306,224.636,26.3
188.123,214.087,215.847,27.1
201.455,223.833,224.929,28.9
210.071,229.976,230.487,29.5
205.024,227.493,228.906,29
201.938,222.996,223.864,29.9
207.328,229.107,230.289,28.5
202.462,223.789,224.839,29.7
202.554,229.581,232.112,24.6
201.381,224.747,225.758,28.1
208.442,227.306,227.215,30.2
193.899,221.375,224.403,25.1
206.224,228.381,229.245,28.2
194.334,221.693,225.044,24.3
205.7,228.202,229.387,27.8
210.656,228.93,228.388,29.9
196.555,229.155,235.626,23.9
216.401,232.64,231.87,30.9
217.303,232.058,230.618,33.3
206.598,225.619,225.688,30.8
197.509,228.108,233.319,24.5
205.943,230.383,233.083,26.7
209.014,226.99,226.773,30.3
192.749,225.073,231.67,23.4
202.936,228.421,231.828,26.3
210.036,227.749,227.628,30.9
190.087,222.934,230.104,23.4
204.566,228.675,231.227,26.2
214.297,231.789,231.052,30.6
192.248,223.732,230.142,24.2
206.487,229.805,231.723,27.8
210.991,228.552,228.022,31.2
191.156,223.91,231.047,24
201.854,226.776,229.63,26.5
215.129,229.45,227.753,33.5
190.057,222.486,229.694,23.7
206.211,229.021,230.84,27.8
212.867,229.924,229.681,31.3
187.279,220.186,227.567,23.6
193.482,222.084,227.311,25.5
213.613,231.581,231.537,31
191.48,223.357,230.263,23.7
196.52,224.912,229.737,25.1
215.845,232.805,232.688,31.1
184.86,218.105,225.864,23.6
200.682,226.674,230.58,25.7
210.637,229.566,230.133,30
189.864,221.548,228.336,23.7
204.958,228.457,231.166,27.3
217.266,233.008,232.375,31.4
195.738,224.264,229.287,25.6
197.392,224.661,228.96,26.8
216.01,234.025,234.025,31.2
195.123,226.744,232.745,24.6
207.579,228.007,229.038,26.3
217.18,231.939,230.345,33.2
188.799,220.849,227.843,24.2
196.564,224.661,229.338,26.5
215.775,230.88,229.71,33.3
192.894,224.366,230.753,24.6
202.362,229.211,232.977,26.8
214.319,232.245,232.141,31
186.168,218.475,225.614,24
203.571,227.02,229.746,27.8
213.271,232.514,232.978,30
212.619,230.722,230.999,30.9
199.119,228.28,233.443,24.5
194.46,221.773,226.203,26.6
218.812,235.549,235.249,31.9
188.962,221.946,229.379,24.2
200.86,228.624,232.986,25.7
190.75,223.785,230.517,23.4
191.253,220.906,226.085,25.3
209.844,227.107,226.828,32
184.989,219.312,226.878,23.5
198.307,225.621,229.455,26.2
213.423,229.407,228.129,33.8
184.213,218.471,226.717,22.5
191.818,222.481,228.39,24.7
212.33,231.687,232.182,31.3
181.06,218.094,226.917,22.2
193.128,227.012,233.599,24.2
204.446,226.313,227.744,30.4
182.337,213.714,220.893,23.3
191.142,222.69,228.477,24.8
212.02,231.434,231.996,31.5
181.675,217.35,225.863,22.6
191.344,222.584,228.767,24.5
205.407,227.146,228.416,30.5
180.883,215.833,224.377,22.1
188.508,219.571,225.631,23.8
206.363,228.194,229.413,30.5
182.344,218.489,227.31,22.2
187.666,219.024,225.253,24.4
207.439,229.362,230.391,30.4
186.434,218.869,226.496,23
189.732,222.542,228.788,23.1
206.363,227.477,229.09,30.1
189.287,222.922,229.501,22.7
189.193,221.826,228.421,24.2
208.177,228.627,228.828,31.6
185.712,221.623,230.202,22.5
188.061,220.941,227.548,24
203.833,224.584,225.314,31.3
184.212,219.142,227.129,22.6
185.613,216.113,222.541,23.9
207.422,226.643,227.421,30.3
180.565,215.917,224.615,22.5
186.699,217.702,223.874,23.6
214.627,226.6,223.24,38
217.227,229.734,225.714,38.9
216.811,228.689,224.858,39.2
216.256,227.902,223.952,39.4
215.176,227.259,223.772,39.7
215.77,227.821,224.155,38
216.166,227.763,223.803,39.8
214.678,226.383,223.006,38.1
215.895,227.755,224.283,39.4
216.066,228.209,224.409,39.2
214.872,227.402,223.847,38.2
217.192,229.423,225.294,39.1
214.217,225.897,222.623,37.7
215.155,227.306,223.691,39.1
213.629,226.119,222.638,37.9
217.137,227.144,224.176,41.1
215.504,226.687,223.355,39.1
213.363,226.027,222.603,38.4
214.877,226.743,223.306,37.8
217.148,226.903,224.04,40.9
213.463,225.501,221.979,38.5
217.44,226.857,224.051,41.5
215.518,227.243,223.934,38.9
214.906,226.785,223.073,38.4
